,Name,Year,Duration,Rated,Score,Metascore
467,. Suicide Squad,2016,2h 3m,PG-13,5.9,40
468,. Ambulance,2022,2h 16m,R,6.1,55
469,. Ordinary Angels,2024,1h 58m,PG,7.4,57
470,. Lucy,2014,1h 29m,R,6.4,62
471,. Spider-Man: Far from Home,2019,2h 9m,PG-13,7.4,69
472,. Bodies Bodies Bodies,2022,1h 34m,R,6.2,69
473,. The Day After Tomorrow,2004,2h 4m,PG-13,6.5,47
474,. Godzilla,2014,2h 3m,PG-13,6.4,62
475,. Napoleon Dynamite,2004,1h 36m,PG,7.0,64
476,. Silent Hill,2006,2h 5m,R,6.5,31
477,. Harry Potter and the Chamber of Secrets,2002,2h 41m,PG,7.4,63
478,. Sing 2,2021,1h 50m,PG,7.3,49
479,. The Guest,2014,1h 40m,R,6.7,76
480,. Gifted,2017,1h 41m,PG-13,7.6,60
481,. Lowlifes,2024,1h 30m,No,6.5,0
482,. Rise of the Footsoldier: Vengeance,2023,1h 52m,No,5.9,0
483,. The Fast and the Furious: Tokyo Drift,2006,1h 44m,PG-13,6.0,45
484,. BlackBerry,2023,2h,R,7.4,78
485,. Army of the Dead,2021,2h 28m,R,5.8,57
486,. Prey,2022,1h 40m,R,7.1,71
487,. Pirates of the Caribbean: On Stranger Tides,2011,2h 16m,PG-13,6.6,45
488,. Thirteen,2003,1h 40m,R,6.8,70
489,. It Follows,2014,1h 40m,R,6.8,83
490,. The Great Lillian Hall,2024,1h 50m,TV-14,8.1,78
491,. Bad Boys II,2003,2h 27m,R,6.6,38
492,. Passengers,2016,1h 56m,PG-13,7.0,41
493,. The Marsh King's Daughter,2023,1h 49m,R,5.9,47
494,. Run Hide Fight,2020,1h 49m,TV-MA,6.3,13
495,. American Gangster,2007,2h 37m,R,7.8,76
496,. Casino Royale,2006,2h 24m,PG-13,8.0,80
497,. Eternals,2021,2h 36m,PG-13,6.3,52
498,. A Star Is Born,2018,2h 16m,R,7.6,88
499,. Next Goal Wins,2023,1h 44m,PG-13,6.5,44
500,. Scream VI,2023,2h 2m,R,6.5,61
501,. The Unbearable Weight of Massive Talent,2022,1h 47m,R,7.0,68
502,. Crazy Rich Asians,2018,2h,PG-13,6.9,74
503,. Scott Pilgrim vs. the World,2010,1h 52m,PG-13,7.6,69
504,. Up,2009,1h 36m,PG,8.3,88
505,. Borat,2006,1h 24m,R,7.4,89
506,. The Dry,2020,1h 57m,R,6.8,69
507,. Under the Silver Lake,2018,2h 19m,R,6.5,60
508,. Legally Blonde,2001,1h 36m,PG-13,6.5,59
509,. Emma.,2020,2h 4m,PG,6.7,71
510,. Nocturnal Animals,2016,1h 56m,R,7.5,67
511,. War Dogs,2016,1h 54m,R,7.1,57
512,. Beautiful Boy,2018,2h,R,7.4,62
513,. Sin City,2005,2h 4m,R,8.0,74
514,. Jurassic World: Fallen Kingdom,2018,2h 8m,PG-13,6.1,51
515,. X-Men: The Last Stand,2006,1h 44m,PG-13,6.6,58
516,. The Count of Monte Cristo,2002,2h 11m,PG-13,7.7,61
517,. Gone Baby Gone,2007,1h 54m,R,7.6,72
518,. The Grand Budapest Hotel,2014,1h 39m,R,8.1,88
519,. Star Wars: Episode VII - The Force Awakens,2015,2h 18m,PG-13,7.8,80
520,. Tangled,2010,1h 40m,PG,7.7,71
521,. Zodiac,2007,2h 37m,R,7.7,79
522,. EuroTrip,2004,1h 32m,R,6.6,45
523,. Secretary,2002,1h 47m,R,6.9,63
524,. Pirates of the Caribbean: At World's End,2007,2h 49m,PG-13,7.1,50
525,. Saw X,2023,1h 58m,R,6.6,60
526,. Saw,2004,1h 43m,R,7.6,46
527,. The Cabin in the Woods,2011,1h 35m,R,7.0,72
528,. Stopmotion,2023,1h 33m,R,5.6,65
529,. Drag Me to Hell,2009,1h 39m,PG-13,6.6,83
530,. The Impossible,2012,1h 54m,PG-13,7.5,73
531,. Manchester by the Sea,2016,2h 17m,R,7.8,96
532,. Irish Wish,2024,1h 33m,TV-PG,5.2,46
533,. Bad Times at the El Royale,2018,2h 21m,R,7.1,60
534,. Alien: Covenant,2017,2h 2m,R,6.4,65
535,. Predestination,2014,1h 37m,R,7.4,69
536,. Kick-Ass,2010,1h 57m,R,7.6,66
537,. Godzilla: King of the Monsters,2019,2h 12m,PG-13,6.0,48
538,. Cloud Atlas,2012,2h 52m,R,7.4,55
539,. Scream,2022,1h 54m,R,6.3,60
540,. Mr. & Mrs. Smith,2005,2h,PG-13,6.5,55
541,. Enemy,2013,1h 31m,R,6.9,61
542,. Death Proof,2007,2h 7m,R,7.0,0
543,. A Quiet Place Part II,2020,1h 37m,PG-13,7.2,71
544,. Encanto,2021,1h 42m,PG,7.2,75
545,. You Should Have Left,2020,1h 33m,R,5.4,46
546,. There Will Be Blood,2007,2h 38m,R,8.2,93
547,. Harry Potter and the Deathly Hallows: Part 1,2010,2h 26m,PG-13,7.7,65
548,. A Cure for Wellness,2016,2h 26m,R,6.4,47
549,. Van Helsing,2004,2h 11m,PG-13,6.1,35
550,. The Outfit,2022,1h 45m,R,7.2,69
551,. Mamma Mia!,2008,1h 48m,PG-13,6.5,51
552,. Sinister,2012,1h 50m,R,6.8,53
553,. Cinderella,2015,1h 45m,PG,6.9,67
554,. Extraction II,2023,2h 2m,R,7.0,57
555,. Star Wars: Episode II - Attack of the Clones,2002,2h 22m,PG,6.6,54
556,. The King,2019,2h 20m,R,7.3,62
557,. Tangerine,2015,1h 28m,R,7.1,86
558,. Frozen,2013,1h 42m,PG,7.4,75
559,. King Kong,2005,3h 7m,PG-13,7.2,81
560,. In Time,2011,1h 49m,PG-13,6.7,53
561,. 3 Idiots,2009,2h 50m,PG-13,8.4,67
562,. Shooter,2007,2h 4m,R,7.1,53
563,. The Mist,2007,2h 6m,R,7.1,58
564,. Deep Water,2022,1h 55m,R,5.5,53
565,. Suspiria,2018,2h 32m,R,6.7,64
566,. Coco,2017,1h 45m,PG,8.4,81
567,. Sydney White,2007,1h 48m,PG-13,6.2,45
568,. Kung Fu Panda,2008,1h 32m,PG,7.6,74
569,". O Brother, Where Art Thou?",2000,1h 47m,PG-13,7.7,69
570,. Now You See Me,2013,1h 55m,PG-13,7.2,50
571,. Dodgeball: A True Underdog Story,2004,1h 32m,PG-13,6.7,55
572,. Into the Wild,2007,2h 28m,R,8.1,73
573,. Wonder Woman,2017,2h 21m,PG-13,7.3,76
574,. Black Panther,2018,2h 14m,PG-13,7.3,88
575,. Tropic Thunder,2008,1h 47m,R,7.1,71
576,. Aladdin,2019,2h 8m,PG,6.9,53
577,. Hell or High Water,2016,1h 42m,R,7.6,88
578,. Wrong Turn,2003,1h 24m,R,6.1,32
579,. Mission: Impossible - Fallout,2018,2h 27m,PG-13,7.7,87
580,. The Fallout,2021,1h 36m,R,7.0,84
581,. Jojo Rabbit,2019,1h 48m,PG-13,7.9,58
582,. Grown Ups,2010,1h 42m,PG-13,6.0,30
583,. Kill Bill: Vol. 2,2004,2h 17m,R,8.0,83
584,. Ocean's Eight,2018,1h 50m,PG-13,6.3,61
585,. Hamilton,2020,2h 40m,PG-13,8.3,88
586,. The Hunger Games: Mockingjay - Part 2,2015,2h 17m,PG-13,6.5,65
587,. Crimson Peak,2015,1h 59m,R,6.5,66
588,. The Hours,2002,1h 50m,PG-13,7.5,80
589,. The Banshees of Inisherin,2022,1h 54m,R,7.7,87
590,. Shang-Chi and the Legend of the Ten Rings,2021,2h 12m,PG-13,7.4,71
591,. 2012,2009,2h 38m,PG-13,5.8,49
592,". Monsters, Inc.",2001,1h 32m,G,8.1,79
593,. Ice Age,2002,1h 21m,PG,7.5,61
594,. Beau Is Afraid,2023,2h 59m,R,6.7,63
595,. Spectre,2015,2h 28m,PG-13,6.8,60
596,. Man on Fire,2004,2h 26m,R,7.7,47
597,. Beauty and the Beast,2017,2h 9m,PG,7.1,65
598,. Scary Movie,2000,1h 28m,R,6.3,48
599,. Cabrini,2024,2h 22m,PG-13,7.5,51
600,. American Sniper,2014,2h 13m,R,7.3,73
601,. Little Miss Sunshine,2006,1h 41m,R,7.8,80
602,. The Kill Room,2023,1h 38m,R,5.5,58
603,. Avengers: Age of Ultron,2015,2h 21m,PG-13,7.3,66
604,. Meg 2: The Trench,2023,1h 56m,PG-13,5.0,40
605,. Bird,2024,1h 59m,No,6.9,69
606,. Bone Tomahawk,2015,2h 12m,Not Rated,7.1,72
607,. M3GAN,2022,1h 42m,PG-13,6.3,72
608,. Puss in Boots: The Last Wish,2022,1h 42m,PG,7.8,73
609,. Captain America: Civil War,2016,2h 27m,PG-13,7.8,75
610,. Juno,2007,1h 36m,PG-13,7.4,81
611,. Stardust,2007,2h 7m,PG-13,7.6,66
612,. Despicable Me,2010,1h 35m,PG,7.6,72
613,. Thor,2011,1h 55m,PG-13,7.0,57
614,. Miss Peregrine's Home for Peculiar Children,2016,2h 7m,PG-13,6.7,57
615,. Bridge to Terabithia,2007,1h 36m,PG,7.2,74
616,. Pain Hustlers,2023,2h 3m,R,6.5,44
617,. Speak No Evil,2022,1h 37m,Not Rated,6.6,78
618,. Totally Killer,2023,1h 46m,R,6.5,62
619,. Nefarious,2023,1h 37m,R,6.4,0
620,. The Last Samurai,2003,2h 34m,R,7.8,55
621,. Hitman's Wife's Bodyguard,2021,1h 40m,R,6.1,32
622,. The New Mutants,2020,1h 34m,PG-13,5.3,43
623,. Rush,2013,2h 3m,R,8.1,74
624,. A.I. Artificial Intelligence,2001,2h 26m,PG-13,7.2,65
625,. F9: The Fast Saga,2021,2h 23m,PG-13,5.2,58
626,. The Other Guys,2010,1h 47m,PG-13,6.6,64
627,. Life of the Party,2018,1h 45m,PG-13,5.6,46
628,. Men in Black: International,2019,1h 54m,PG-13,5.6,38
629,. The Mummy,2017,1h 50m,PG-13,5.4,34
630,. Little Children,2006,2h 17m,R,7.5,75
631,. Gangs of New York,2002,2h 47m,R,7.5,72
632,. Finestkind,2023,2h 6m,R,6.0,44
633,. Stonehearst Asylum,2014,1h 52m,PG-13,6.8,52
634,. Train to Busan,2016,1h 58m,Not Rated,7.6,73
635,. The Proposal,2009,1h 48m,PG-13,6.8,48
636,. Greenland,2020,1h 59m,PG-13,6.4,64
637,. The Lovely Bones,2009,2h 15m,PG-13,6.6,42
638,. Amsterdam,2022,2h 14m,R,6.1,48
639,. 50 First Dates,2004,1h 39m,PG-13,6.8,48
640,. Mr. Monk's Last Case: A Monk Movie,2023,1h 37m,TV-PG,6.7,65
641,. Harry Potter and the Order of the Phoenix,2007,2h 18m,PG-13,7.5,71
642,. Doctor Sleep,2019,2h 32m,R,7.3,59
643,. Room in Rome,2010,1h 47m,Not Rated,6.1,0
644,. X2,2003,2h 14m,PG-13,7.4,68
645,. Miracle,2004,2h 15m,PG,7.5,68
646,. Legion,2010,1h 40m,R,5.3,32
647,". MoviePass, MovieCrash",2024,1h 36m,TV-14,6.8,72
648,. Warrior,2011,2h 20m,PG-13,8.1,71
649,. 12 Strong,2018,2h 10m,R,6.5,54
650,. The Wrath of Becky,2023,1h 24m,R,6.1,51
651,. School of Rock,2003,1h 49m,PG-13,7.2,82
652,. The Prodigy,2019,1h 32m,R,5.9,45
653,. WALL·E,2008,1h 38m,G,8.4,95
654,. Girl in the Basement,2021,1h 28m,TV-14,6.3,0
655,. The Devil All the Time,2020,2h 18m,R,7.1,55
656,. Murder on the Orient Express,2017,1h 54m,PG-13,6.5,52
657,. The Intouchables,2011,1h 52m,R,8.5,57
658,. Shrek 2,2004,1h 33m,PG,7.3,75
659,. Moneyball,2011,2h 13m,PG-13,7.6,87
660,. Rocketman,2019,2h 1m,R,7.3,69
661,. The Mother,2023,1h 55m,R,5.6,45
662,. Step Brothers,2008,1h 38m,R,6.9,51
663,. War of the Worlds,2005,1h 56m,PG-13,6.5,73
664,. West Side Story,2021,2h 36m,PG-13,7.1,85
665,. The Equalizer 2,2018,2h 1m,R,6.7,50
666,. Percy Jackson & the Olympians: The Lightning Thief,2010,1h 58m,PG,5.9,47
667,. How to Be Single,2016,1h 50m,R,6.1,51
668,. The Perks of Being a Wallflower,2012,1h 43m,PG-13,7.9,67
669,. Cashback,2006,1h 42m,R,7.1,54
670,. Uncharted,2022,1h 56m,PG-13,6.3,45
671,. Snack Shack,2024,1h 52m,R,6.9,64
672,. Red Notice,2021,1h 58m,PG-13,6.3,37
673,. Air,2023,1h 51m,R,7.4,73
674,. The Passion of the Christ,2004,2h 7m,R,7.2,47
675,. The Amazing Spider-Man,2012,2h 16m,PG-13,6.9,66
676,. Knocked Up,2007,2h 9m,R,6.9,85
677,. The Many Saints of Newark,2021,2h,R,6.3,60
678,. The Magnificent Seven,2016,2h 12m,PG-13,6.9,54
679,. Incredibles 2,2018,1h 58m,PG,7.5,80
680,. Hot Fuzz,2007,2h 1m,R,7.8,81
681,. The Descent,2005,1h 39m,R,7.2,71
682,. The Wolverine,2013,2h 6m,PG-13,6.7,61
683,. Tusk,2014,1h 42m,R,5.3,55
684,. Talladega Nights: The Ballad of Ricky Bobby,2006,1h 48m,PG-13,6.6,66
685,. Harry Potter and the Half-Blood Prince,2009,2h 33m,PG,7.6,78
686,. 13 Hours: The Secret Soldiers of Benghazi,2016,2h 24m,R,7.3,48
687,. Fantastic Beasts: The Secrets of Dumbledore,2022,2h 22m,PG-13,6.2,47
688,. Silver Linings Playbook,2012,2h 2m,R,7.7,81
689,. Shaun of the Dead,2004,1h 39m,R,7.9,76
690,. The Girl with the Dragon Tattoo,2011,2h 38m,R,7.8,71
691,. Aquaman,2018,2h 23m,PG-13,6.8,55
692,". Three Billboards Outside Ebbing, Missouri",2017,1h 55m,R,8.1,88
693,. Would You Rather,2012,1h 33m,Not Rated,5.7,20
694,. Us,2019,1h 56m,R,6.8,81
695,. Mortal Kombat,2021,1h 50m,R,6.0,44
696,. The Boy in the Striped Pajamas,2008,1h 34m,PG-13,7.7,55
697,. Red Sparrow,2018,2h 20m,R,6.6,53
698,. The Beautiful Game,2024,2h 5m,PG-13,6.3,60
699,. The Beach,2000,1h 59m,R,6.6,43
700,. Final Destination,2000,1h 38m,R,6.7,39
701,. Mission: Impossible - Rogue Nation,2015,2h 11m,PG-13,7.4,75
702,. A Knight's Tale,2001,2h 12m,PG-13,7.0,56
703,. Nightcrawler,2014,1h 57m,R,7.8,76
704,. Hustle,2022,1h 57m,R,7.3,68
705,. Skyfall,2012,2h 23m,PG-13,7.8,81
706,. The Town,2010,2h 5m,R,7.5,74
707,. The Hunger Games: Mockingjay - Part 1,2014,2h 3m,PG-13,6.6,64
708,. Strays,2023,1h 33m,R,6.3,54
709,. Queen of Hearts,2019,2h 7m,Not Rated,7.0,67
710,. Tomb Raider,2018,1h 59m,PG-13,6.3,48
711,. The Shape of Water,2017,2h 3m,R,7.3,87
712,. Memories of Murder,2003,2h 12m,Not Rated,8.1,82
713,. Solo: A Star Wars Story,2018,2h 15m,PG-13,6.9,62
714,. The Last Duel,2021,2h 32m,R,7.4,67
715,. Moulin Rouge!,2001,2h 7m,PG-13,7.6,66
716,. Hundreds of Beavers,2022,1h 48m,No,7.8,80
717,. Underworld,2003,2h 1m,R,7.0,42
718,. The Green Knight,2021,2h 10m,R,6.6,85
719,. Remember the Titans,2000,1h 53m,PG,7.8,48
720,. The Princess Diaries,2001,1h 55m,G,6.4,52
721,. Amélie,2001,2h 2m,R,8.3,70
722,. Revenge,2017,1h 48m,R,6.4,81
723,. Zack Snyder's Justice League,2021,4h 2m,R,7.9,54
724,. Black Widow,2021,2h 14m,PG-13,6.7,68
725,. The Lost City,2022,1h 52m,PG-13,6.1,60
726,. Valerian and the City of a Thousand Planets,2017,2h 16m,PG-13,6.4,51
727,. Room,2015,1h 58m,R,8.1,86
728,. Alice in Wonderland,2010,1h 48m,PG,6.4,53
729,. Downsizing,2017,2h 15m,R,5.8,64
730,. The Others,2001,1h 44m,PG-13,7.6,74
731,. Erin Brockovich,2000,2h 11m,R,7.4,73
732,. Under the Skin,2013,1h 48m,R,6.3,80
733,. Alita: Battle Angel,2019,2h 2m,PG-13,7.3,53
734,. The Seeding,2023,1h 40m,TV-MA,5.0,47
735,. Unbreakable,2000,1h 46m,PG-13,7.3,62
736,. The Greatest Hits,2024,1h 34m,PG-13,6.2,50
737,. Star Trek Beyond,2016,2h 2m,PG-13,7.0,68
738,. 21 Jump Street,2012,1h 49m,R,7.2,69
739,. Transformers: Age of Extinction,2014,2h 45m,PG-13,5.6,32
740,. Star Wars: Episode VIII - The Last Jedi,2017,2h 32m,PG-13,6.9,84
741,. I Spit on Your Grave,2010,1h 48m,R,6.2,27
742,. Doctor Strange,2016,1h 55m,PG-13,7.5,72
743,. Batman v Superman: Dawn of Justice,2016,2h 31m,R,6.5,44
744,. Transformers: The Last Knight,2017,2h 34m,PG-13,5.2,27
745,. Children of Men,2006,1h 49m,R,7.9,84
746,. The Omen,2006,1h 50m,R,5.5,43
747,. Old School,2003,1h 28m,R,7.0,54
748,. Legend,2015,2h 12m,R,6.9,55
749,. The Ring,2002,1h 55m,PG-13,7.1,57
750,. The Fabelmans,2022,2h 31m,PG-13,7.5,85
751,. X-Men: Dark Phoenix,2019,1h 53m,PG-13,5.7,43
752,. Piranha 3D,2010,1h 28m,R,5.5,53
753,. The Bourne Identity,2002,1h 59m,PG-13,7.8,68
754,. Click,2006,1h 47m,PG-13,6.4,45
755,. It Chapter Two,2019,2h 49m,R,6.5,58
756,. Moonfall,2022,2h 10m,PG-13,5.1,41
757,. Downfall,2004,2h 36m,R,8.2,82
758,. Scooby-Doo,2002,1h 26m,PG,5.3,35
759,. Iron Man 3,2013,2h 10m,PG-13,7.1,62
760,. The Ballad of Buster Scruggs,2018,2h 13m,R,7.2,79
761,. Shazam! Fury of the Gods,2023,2h 10m,PG-13,5.9,47
762,. Wonder,2017,1h 53m,PG,7.9,66
763,. How to Train Your Dragon,2010,1h 38m,PG,8.1,75
764,. Palm Springs,2020,1h 30m,R,7.4,83
765,. Leo,2023,1h 42m,PG,7.0,65
766,. Alone,2020,1h 38m,R,6.2,70
767,. National Treasure,2004,2h 11m,PG,6.9,40
768,. Mystic River,2003,2h 18m,R,7.9,84
769,. Moonlight,2016,1h 51m,R,7.4,99
770,. The Secret Life of Walter Mitty,2013,1h 54m,PG,7.3,54
771,. Sing,2016,1h 48m,PG,7.1,59
772,. Lone Survivor,2013,2h 1m,R,7.5,60
773,. Uncut Gems,2019,2h 15m,R,7.4,93
774,. Homefront,2013,1h 40m,R,6.5,40
775,. Yesterday,2019,1h 56m,PG-13,6.8,55
776,. The Mummy Returns,2001,2h 10m,PG-13,6.4,48
777,. The Patriot,2000,2h 45m,R,7.2,63
778,. John Wick: Chapter 2,2017,2h 2m,R,7.4,75
779,. Jeepers Creepers,2001,1h 30m,R,6.2,49
780,. Life,2017,1h 44m,R,6.6,54
781,. The Three Musketeers - Part I: D'Artagnan,2023,2h 1m,No,6.7,79
782,. Sunshine,2007,1h 47m,R,7.2,64
783,. Morbius,2022,1h 44m,PG-13,5.1,35
784,. Bring It On,2000,1h 38m,PG-13,6.1,52
785,. Death on the Nile,2022,2h 7m,PG-13,6.3,52
786,. The Matrix Reloaded,2003,2h 18m,R,7.2,62
787,. Serenity,2019,1h 46m,R,5.4,37
788,. The Green Inferno,2013,1h 40m,R,5.4,38
789,. Fractured,2019,1h 39m,TV-MA,6.5,36
790,. Madagascar,2005,1h 26m,PG,6.9,57
791,. Holes,2003,1h 57m,PG,7.0,71
792,. Captain America: The Winter Soldier,2014,2h 16m,PG-13,7.7,70
793,. Law Abiding Citizen,2009,1h 49m,R,7.4,34
794,. The Pope's Exorcist,2023,1h 43m,R,6.1,45
795,. Sonic the Hedgehog,2020,1h 39m,PG,6.5,47
796,. Minions: The Rise of Gru,2022,1h 27m,PG,6.5,56
797,. Ticket to Paradise,2022,1h 44m,PG-13,6.1,50
798,. American Made,2017,1h 55m,R,7.1,65
799,. Fast & Furious,2009,1h 47m,PG-13,6.5,46
800,". LaRoy, Texas",2023,1h 52m,Unrated,6.4,70
801,. Humane,2024,1h 33m,R,5.4,58
802,. Wonder Woman 1984,2020,2h 31m,PG-13,5.4,60
803,. Seize Them!,2024,1h 31m,No,5.1,44
804,. The Cell,2000,1h 47m,R,6.4,40
805,. Looper,2012,1h 59m,R,7.4,84
806,. Minority Report,2002,2h 25m,PG-13,7.6,80
807,. The Book of Clarence,2023,2h 9m,PG-13,5.7,57
808,. Extraction,2020,1h 56m,R,6.8,56
809,. After We Collided,2020,1h 45m,R,5.1,14
810,. The Outrun,2024,1h 58m,No,7.5,69
811,. Ant-Man and the Wasp: Quantumania,2023,2h 4m,PG-13,6.1,48
812,. The Intern,2015,2h 1m,PG-13,7.1,51
813,. Mother!,2017,2h 1m,R,6.6,76
814,. Blonde,2022,2h 47m,NC-17,5.5,50
815,. Maestro,2023,2h 9m,R,6.5,77
816,. Jennifer's Body,2009,1h 42m,R,5.5,47
817,. Through My Window,2022,1h 56m,TV-MA,5.5,0
818,. Sonic the Hedgehog 2,2022,2h 2m,PG,6.5,47
819,. The Man from Earth,2007,1h 27m,Not Rated,7.8,0
820,. How to Lose a Guy in 10 Days,2003,1h 56m,PG-13,6.5,45
821,. Coyote Ugly,2000,1h 40m,PG-13,5.7,27
822,. The Imaginarium of Doctor Parnassus,2009,2h 3m,PG-13,6.8,65
823,. Cobweb,2023,1h 28m,R,5.9,50
824,. Creep,2014,1h 17m,R,6.3,74
825,. Spider-Man 3,2007,2h 19m,PG-13,6.3,59
826,. Freelance,2023,1h 48m,R,5.5,22
827,. RRR,2022,3h 7m,Not Rated,7.8,83
828,. The Curious Case of Benjamin Button,2008,2h 46m,PG-13,7.8,70
829,. The Invisible Man,2020,2h 4m,R,7.1,72
830,. Spring Breakers,2012,1h 34m,R,5.3,63
831,. I See You,2019,1h 38m,R,6.8,65
832,. Peacock,2010,1h 30m,PG-13,6.2,0
833,. Robin Hood,2010,2h 20m,PG-13,6.6,53
834,. Oblivion,2013,2h 4m,PG-13,7.0,54
835,. Collateral,2004,2h,R,7.5,71
836,. Antichrist,2009,1h 48m,Not Rated,6.5,49
837,. The Royal Hotel,2023,1h 31m,R,5.8,77
838,. Identity,2003,1h 30m,R,7.3,64
839,. Orphan,2009,2h 3m,R,7.0,42
840,. Ava,2020,1h 36m,R,5.5,39
841,. The Da Vinci Code,2006,2h 29m,PG-13,6.6,46
842,. Sherlock Holmes,2009,2h 8m,PG-13,7.6,57
843,. Road Trip,2000,1h 33m,R,6.5,55
844,. Ghostbusters,2016,1h 57m,PG-13,6.8,60
845,. Shame,2011,1h 41m,NC-17,7.2,72
846,. Luther: The Fallen Sun,2023,2h 9m,R,6.4,53
847,. Black Panther: Wakanda Forever,2022,2h 41m,PG-13,6.7,67
848,. Insidious,2010,1h 43m,PG-13,6.8,52
849,. Don Jon,2013,1h 30m,R,6.5,66
850,. Atomic Blonde,2017,1h 55m,R,6.7,63
851,. The Aviator,2004,2h 50m,PG-13,7.5,77
852,. Hannibal,2001,2h 11m,R,6.8,57
853,. The Reader,2008,2h 4m,R,7.6,58
854,. V for Vendetta,2005,2h 12m,R,8.2,62
855,. We Were Soldiers,2002,2h 18m,R,7.2,65
856,. Training Day,2001,2h 2m,R,7.7,71
857,. The Legend of Tarzan,2016,1h 50m,PG-13,6.2,44
858,. Transformers: Revenge of the Fallen,2009,2h 29m,PG-13,6.0,35
859,. Watcher,2022,1h 36m,R,6.3,72
860,. 65,2023,1h 33m,PG-13,5.4,40
861,. The Wonderful Story of Henry Sugar and Three More,2024,1h 28m,TV-PG,7.2,0
862,. Wind River,2017,1h 47m,R,7.7,73
863,. Layer Cake,2004,1h 45m,R,7.3,73
864,. Iron Man 2,2010,2h 4m,PG-13,6.9,57
865,. Monster,2003,1h 49m,R,7.3,74
866,. Bombshell,2019,1h 49m,R,6.8,64
867,. 2 Fast 2 Furious,2003,1h 47m,PG-13,5.9,38
868,. Old Dads,2023,1h 44m,R,6.2,42
869,. Pandorum,2009,1h 48m,R,6.7,28
870,. Dawn of the Dead,2004,1h 41m,R,7.3,59
871,. Cocaine Bear,2023,1h 35m,R,5.9,54
872,. The Color Purple,2023,2h 21m,PG-13,6.8,72
873,. Heart of Stone,2023,2h 2m,PG-13,5.7,44
874,. Sleeping Beauty,2011,1h 41m,TV-14,5.3,61
875,. My Big Fat Greek Wedding 3,2023,1h 32m,PG-13,5.2,35
876,. Mortal Engines,2018,2h 8m,PG-13,6.1,44
877,. The Island,2005,2h 16m,PG-13,6.8,50
878,. The Adam Project,2022,1h 46m,PG-13,6.7,55
879,. Underwater,2020,1h 35m,PG-13,5.9,48
880,. Sex Drive,2008,1h 49m,R,6.5,49
881,. Venom,2018,1h 52m,PG-13,6.6,35
882,. The Expendables 3,2014,2h 6m,PG-13,6.1,35
883,. Crash,2004,1h 52m,R,7.7,66
884,. The Twilight Saga: Breaking Dawn - Part 2,2012,1h 55m,PG-13,5.5,52
885,. 8 Mile,2002,1h 50m,R,7.2,77
886,. Sicario: Day of the Soldado,2018,2h 2m,R,7.1,61
887,. Big Fish,2003,2h 5m,PG-13,8.0,58
888,. The Princess and the Frog,2009,1h 37m,G,7.2,73
889,. Melancholia,2011,2h 15m,R,7.1,81
890,. Signs,2002,1h 46m,PG-13,6.8,59
891,. CODA,2021,1h 51m,PG-13,8.0,72
892,. Toy Story 3,2010,1h 43m,G,8.3,92
893,. The Man from U.N.C.L.E.,2015,1h 56m,PG-13,7.2,56
894,. The Out-Laws,2023,1h 35m,R,5.4,36
895,. Million Dollar Baby,2004,2h 12m,PG-13,8.1,86
896,. Terminator: Dark Fate,2019,2h 8m,R,6.2,54
897,. Spider-Man 2,2004,2h 7m,PG-13,7.5,83
898,. Sex and the City,2008,2h 25m,R,5.7,53
899,. The Autopsy of Jane Doe,2016,1h 26m,R,6.8,65
900,. Beautiful Disaster,2023,1h 36m,R,5.3,0
901,. Nymphomaniac: Vol. II,2013,2h 4m,Not Rated,6.6,60
902,. Resident Evil,2002,1h 40m,R,6.6,35
903,. The Father,2020,1h 37m,PG-13,8.2,88
904,. Eden Lake,2008,1h 31m,R,6.7,65
905,. The Nun II,2023,1h 50m,R,5.6,47
906,. King Richard,2021,2h 24m,PG-13,7.5,76
907,. Pacific Rim,2013,2h 11m,PG-13,6.9,65
908,. Night at the Museum,2006,1h 48m,PG,6.5,48
909,. Brightburn,2019,1h 30m,R,6.1,44
910,. I Am Legend,2007,1h 41m,PG-13,7.2,65
911,. The Hobbit: The Battle of the Five Armies,2014,2h 24m,R,7.4,59
912,. Big Hero 6,2014,1h 42m,PG,7.8,74
913,. 13 Going on 30,2004,1h 38m,PG-13,6.3,57
914,. Kingsman: The Golden Circle,2017,2h 21m,R,6.7,44
915,. The Ritual,2017,1h 34m,TV-MA,6.3,57
916,. Black Adam,2022,2h 5m,PG-13,6.2,41
917,. Maleficent,2014,1h 37m,PG,6.9,56
918,. The School for Good and Evil,2022,2h 27m,PG-13,5.9,30
919,. This Is 40,2012,2h 14m,R,6.2,59
920,. The Power of the Dog,2021,2h 6m,R,6.8,89
921,. The Amazing Spider-Man 2,2014,2h 22m,PG-13,6.6,53
922,. Infinite,2021,1h 46m,PG-13,5.5,28
923,. Happy Feet,2006,1h 48m,PG,6.4,77
924,. The Conjuring 2,2016,2h 14m,R,7.3,65
925,. American Hustle,2013,2h 18m,R,7.2,90
926,. Rogue Agent,2022,1h 55m,No,6.4,61
927,. No One Will Save You,2023,1h 33m,PG-13,6.3,60
928,. Arkansas,2020,1h 57m,R,6.0,55
929,. Lady Chatterley's Lover,2022,2h 6m,R,6.6,67
930,. Am I OK?,2022,1h 26m,R,6.6,74
931,. The Visit,2015,1h 34m,PG-13,6.3,55
932,. Sexy Beast,2000,1h 29m,R,7.3,79
933,. Triple Frontier,2019,2h 5m,R,6.5,61
